"RT @TeslaMotors: Model S' groundbreaking platform is displayed in the center of London for @DesignMuseum ""The Future is Here"" exhibit! http…"
"Best saying ever “@temochdez: there is a saying in Mexico: ""El miedo no anda en burro"" meaning ""Fear doesn't ride on a donkey""”"
RT @UberObvi: It gets dark when the sun goes down.
