@JeffBezos @SpaceX Thanks Jeff
"Falcon lands on droneship, but the lockout collet doesn't latch on one the four legs, causing it… https://t.co/DpXsRQWal9"
RT @SpaceX: First stage approaches center of landing droneship in Pacific https://t.co/lI3q6LnwVP
