RT @Extinction_OPS: We're losing species faster than we can count. Join #RacingExtinction in the race to stop the next mass extinction.  ht…
"RT @KrapelsMarco: It's on! Utilities starting to play dirty vs solar.
But the sun will shine &amp; people will rise.
http://t.co/PBpN2HsoUf
@Ma…"
