RT @BBCWorld: Tesla to build 'biggest battery' https://t.co/Y5L8WTwLdy
RT @HuffPostAU: .@elonmusk's @TeslaMotors is helping South Australia build the world's largest lithium-ion battery https://t.co/UgJZy5pD78
This will be the highest power battery system in the world by a factor of 3. Australia rocks!! https://t.co/c1DD7xtC90
