Do want irony on social media?
Must remember that irony and social media are not friends. Keep forgetting. Dammit.
@partialobs @SpaceX Radiation
@DPazdan Groan
"@hayskeys7 But RWD with electric is really good in snow (assuming all weather or winter tires), as traction control is far more precise"
@hayskeys7 Will extend
