"Congratulations to Coulter Tilton of Missouri, buyer of hat 5000! You have won a free hat signed by the Boring team."
Now at 6400 hats …
@CalebH92 There is an actual tunnel and it's getting longer every day
It all comes full circle https://t.co/zqiCDLhFWy
"Second boring machine almost ready. Will be called Line-Storm, after the poem by Frost. ""And be my love in the rain… https://t.co/j2BR8mhpZS"
@freddier @TalulahRiley And credit for the logo art to JJ Abrams
Almost 4000 hats sold so far. Whoever buys the 5000th gets a free hat with their hat! https://t.co/x87eVge68U
"@freddier Btw, credit for The Boring Company name goes to @TalulahRiley"
