RT @ID_AA_Carmack: @elonmusk @BadAstronomer We actually are outside some of the IPCC prediction ranges from 20 years ago http://t.co/WOLZlZ…
Sensible piece on status of climate change by @BadAstronomer http://t.co/Nxm7PX6cpi
