"@nextspaceflight @jamesbarr1991 Yeah, don't exactly need to be Sherlock Holmes."
@jamesharvey1991 It won't even need to ask you most of the time
"@atlasobscura A reminder of the youth of our 10,000 year (to be generous) civilization. We are not even a flash in… https://t.co/FXEDnXjwoh"
