"Btw, just want to express a word of appreciation for the hard work of the Tesla Gigafactory team. Reason I camped o… https://t.co/Nztp84BSLW"
"Whiskey, fire, s’mores and JC

Also, hotdog or not hotdog? https://t.co/86cxwbZyWB"
Campfire on the Gigafactory roof https://t.co/JKxaKUzvZY
Just feed it The Godfather movies as input. What’s the worst that could happen? https://t.co/WX4Kx45csv
