@AndrewHws My grandmother was from Moose Jaw
@gleesin Going to a barn raising!
"On my cousin's farm in Canada at 17, wearing a hat on a hat https://t.co/U96ClGz5gZ"
"@jewhittingham Yeah, worked on the farm when I was 17"
"Family history article. Was born in South Africa, but named after my American great-grandfather. https://t.co/Q1d7hP763T"
