"@msb17 yeah, that's a great one too :)"
@AnnaDotBlue Little bit
"Worth watching ""Nathan for You"" on Comedy Central, particularly the ""Dumb Starbucks"" and ""Mechanic/Realtor"" episodes"
My coffee tastes unusually good this morning https://t.co/LowwuPAgoz
