@StarkickMG @NoMansSky true
Will try out @NoMansSky this weekend. Maybe reality is just a series of nested simulations all the way down ... https://t.co/DCMr1TVOdL
Would like to thank @nvidia and Jensen for donating the first DGX-1 AI supercomputer to @OpenAI in support of democratizing AI technology
"@verge Yeah. Movie still enjoyable due to some great characters, but plot &amp; editing could've been better. Really needed more Joker+Harley."
