"@El_Deano @Daimler @Jalopnik Yes, I did :)"
Good NYT article from several years ago about the value of fiction https://t.co/lVg7T0h7zG
@AdrianZorrillaC Yes
Simulation of how the SpaceX Interplanetary Spaceship and Rocket design would work. Will be… https://t.co/yWYDxtAKQP
