"@PatricknLA @ericgarcetti Yes, just that the permitting process is slow"
@Schmidtlaxer I want one too!
"Tesla Powerwalls can support houses of any size, but the cool thing is we can tow this house around with a Model X! https://t.co/MmQl8BPetY"
"@neddesmond @SpaceX The danger is def high for South Korea, due to proximity, but much less for distant targets lik… https://t.co/H6w2W9Mage"
"@neddesmond @SpaceX We certainly could, but, while not suggesting complacency, I'm confident that the US DoD and in… https://t.co/81HxzmMZBC"
RT @SpaceX: Quick video recap of Falcon 9 launch of Dragon for its twelfth @Space_Station resupply mission. https://t.co/BNx5mVBA4c https:/…
RT @NASA: Science &amp; supplies are headed to the @Space_Station following the 12:31pm ET launch of @SpaceX's #Dragon spacecraft: https://t.co…
12th mission of our Dragon robotic space freighter in support of the @NASA @Space_Station https://t.co/vlGbGLgBcR
