RT @karliekloss: This was the coolest. Ever. 🙊🚀 https://t.co/0dMEmKiNei
RT @WSJLife: Supermodel @KarlieKloss blasts off to the future at @elonmusk's @spacex HQ https://t.co/PfE2bWcQwM @wsjmag https://t.co/zc7QM9…
"RT @MikeBloomberg: .@elonmusk delivers a simple message, a rev-neutral CO2 tax will lead us to a sustainable future. That's an idea mayors …"
@MikeBloomberg Nice ride! Looking forward to seeing you tomorrow.
