Fourth rocket arrives in the hangar. Aiming for first reflight in Sept/Oct. https://t.co/TqW8d6Cc3U
RT @Kotaku_UK: Elite's AI created super weapons and started hunting players. Skynet is here https://t.co/FPsKzaGNBq https://t.co/rOeoI53EYr
