@yoshimasa_satoh It was exactly what I was looking for
Long exposure of AsiaSat 6 transiting to geo orbit over China http://t.co/mPr2Td9kkx
Noodles in Shinjuku http://t.co/MWztTqByuA
"Launch in ~1.5 hours if weather clears. Lightning tower struck earlier, but no effect on rocket or satellite http://t.co/AWdx9LsFZt"
