@vicentes cute!
@tjeviston @business exactly
@newsycombinator @mashable We haven't signed anything for a factory in China
"Deluded, deranged, etc. Journalistic thesaurus sure got a lot of use last week ...
https://t.co/KFHD1FXvIe"
