"@skynetcomputer Yeah, it's better than a Model 3. We can put a lot more in a car at a higher price."
"@robertgaal @EricDiepeveen I'm sure there are better answers than what I do, which is just take the pain and make s… https://t.co/d5uG6TAVgZ"
"@iFahadUddin @EricDiepeveen If you buy a ticket to hell, it isn't fair to blame hell ..."
"@iFahadUddin @EricDiepeveen Maybe not medically tho. Dunno. Bad feelings correlate to bad events, so maybe real pro… https://t.co/Eh26YGUZdO"
@iFahadUddin @EricDiepeveen Yeah
"@EricDiepeveen The reality is great highs, terrible lows and unrelenting stress. Don't think people want to hear about the last two."
@cunarders Model 3 uses two intersecting planes of air for vertical control &amp; lateral fins hidden within the dashbo… https://t.co/BwltvXhaFe
Model 3 Interior https://t.co/fihY06dJLw
@NigeBe Yes
@DMC_Ryan Probably middle of next year. Focus now is on getting out of Model 3 production hell. More versions = deeper in hell.
