"@Forbes I appreciate the kind words in the article, but, judging by the picture mods, it looks your Photoshop bill was very high."
"True, but achieving a long range affordable electric vehicle has always been our long-term goal. Due in late 2017! https://t.co/2OrIYdoojs"
