"@geerinckx1989 Yeah, but not a priority right now"
@SeeDecentral @technology I'm not coming for anything. Just digging some tunnels and might draw a vacuum on some of them.
"@dfchil We are going to move all info and settings to the ""cloud"" (aka server) so any Tesla you drive in the world… https://t.co/V9ZzN6IN3O"
Pics of SpaceX spacesuit developed for NASA commercial crew program coming out next week. Undergoing ocean landing mobility/safety tests.
