Wanted to say thanks to all that own or ordered a Tesla. It matters to us that you took a risk on a new car company. We won't forget.
"Looks like we can reach 20,000 Model 3 cars per month in Dec"
"Handover party for first 30 customer Model 3's on the 28th! Production grows exponentially, so Aug should be 100 cars and Sept above 1500."
Model 3 passed all regulatory requirements for production two weeks ahead of schedule. Expecting to complete SN1 on Friday
