RT @R_Rojas_Leon: La selfie del monito ... http://t.co/2tAJxr5g0r
"“@SpaceX: Soft water landing of Falcon 9 rocket booster. http://t.co/VxBqBZhHmO

Full update: http://t.co/nH8UqOmN9h”"
