@drewjohnarnold Yes
"RT @OpenAI: We're releasing OpenAI Baselines, reliable implementations of RL algorithms. Today: DQN &amp; 3 variants: https://t.co/Mw0gCIwv1Z"
Comparing Model S vs Model 3 https://t.co/JPM9VVGbhA
Old-school fidget spinner back when the only things to play with were squirrels and rocks https://t.co/jx1Xc8nu7t
