"@OlivierW4 Longitudinal control will, but lateral (steering) control will cap at 35 mph for a bit longer. Will rais… https://t.co/12IA0dgEZQ"
"If all looks good, HW2 Autopilot functionality will switch from shadow to active mode by end of week for cars beyond initial 1000"
New rev for Autopilot HW2 rolling out Mon to first 1000 &amp; to rest of fleet in shadow mode. Also improves HW1 and enables Ludicrous+.
