"My talk at TED with @TEDchris 
http://t.co/SNOvzWdR0u"
"@Anthropic Yeah, Plum Brook Space Power Facility @NASA Glenn Research Center. Help from the Glenn team much appreciated."
Testing separation of F9 rocket fairing (can hold a city bus) in world's largest vacuum chamber http://t.co/2zkLi4ON0s
