@danahull @Reuters Yeah
"@Reuters Besides, I already said we'd add more independent members during SCTY merger. Will announce soon, but this… https://t.co/gbjw6J54jg"
@Reuters This investor group should buy Ford stock. Their governance is amazing ...
Autolist survey finds Tesla used car values are highest and sell fastest https://t.co/KcXFhqwXVa
