SpaceX SuperDraco inconel rocket chamber w regen cooling jacket emerges from EOS 3D metal printer http://t.co/Tj284OuAk1
Designing a rocket part w hand gestures &amp; then 3D printing it in a metal superalloy ... http://t.co/h3KoyAb0Lt
