"@APTA_info @baltimoresun Not ready to do a proper announcement yet, but maybe in a month or so. Maryland has been a… https://t.co/3NtBwkQS7b"
@bachism But the hat is real!
RT @RickandMorty: Simulation theory confirmed. https://t.co/2sAHlIXV4v
