Love this image of Dragon docked to the Space Station as it orbits through dark side of Earth http://t.co/kygcsEQNhk
Vac thrust of 700 tons means avg of 14 tons/floor of structural steel for a 50 story building.
@williamricci6 50% higher. ~1.3 M lbs sea level and ~1.5 M lbs vacuum thrust. Will be 60% higher with some tweaks.
"1st firing of Falcon 9-R advanced prototype rocket. Over 1M lbs thrust, enough to lift skyscraper http://t.co/AUCsWTw77E"
