"Looks like Falcon landed fine, but excess lateral velocity caused it to tip over post landing http://t.co/eJWzN6KSJa"
"Ascent successful. Dragon enroute to Space Station. Rocket landed on droneship, but too hard for survival."
3 mins to liftoff
"RT @SpaceX: Weather 60% ""go"" for #Falcon9 launch today @ 4:10pm ET. Lightning/clouds still a concern. http://t.co/tdni5406Hi http://t.co/TH…"
