"@fink_justin It can definitely strain relationships, but I loved doing my first company with my brother"
@Vangsgutane Norway rocks!
"@WehbyJammin Earnings call next week, then Supercharger week after and then... the mystery announcement/demonstration :)"
@TeslaTrip you're welcome :)
