Goal is for unsubsidized solar power to cost less than grid electricity from coal or fracked gas
SolarCity to build the world's largest advanced solar panel factory in upstate New York http://t.co/dI6N9QomaQ
"Edmunds beats Tesla LA-NY record by several hours! “@edmunds: Made it! Our Model S made LA-NY run in 67 hrs and 21 mins"""
