RT @BadAstronomer: Astronomers find the twisted fingerprints of cosmic inflation in the background glow of the Universe. http://t.co/1rgatt…
"Russian state TV threatens US with nuclear war, showing missile arc &amp; mushroom cloud images http://t.co/B4ARd2fdb8"
