"RT @SpaceX: Busy Tuesday: #Dragon loaded w/return cargo, set for Earth return &amp; splashdown in Pacific tmrw just before 4:45pm PT. http://t.…"
RT @SpaceX: #DSCOVR launch now targeted for Tues. 2/10 @ 6:05pm ET; backup on Wed. 2/11 @ 6:03pm ET. http://t.co/tdni53IviI http://t.co/uAp…
