"Investigating a (very small) leak in the upper stage. If ok, will launch tomorrow. https://t.co/bQf97lywn4"
"@emenietti @chafkin Yes, but only deep in solid rock, where the walls are self-supporting and concrete reinforcements arguably aren't needed"
@sc00bs It's much easier to do the CGI that way
