India commits to sell only electric cars by 2030. It is already the largest market for solar power. https://t.co/EGBNTPzmE5
"Under Paris deal, China committed to produce as much clean electricity by 2030 as the US does from all sources today https://t.co/F8Ppr2o7Rl"
Am departing presidential councils. Climate change is real. Leaving Paris is not good for America or the world.
"RT @SpaceX: Falcon 9 and Dragon on Pad 39A at @NASAKennedy. Weather is 70% favorable for today’s 5:55 p.m. EDT, 21:55 UTC launch. https://t…"
@TrickyDickyChap Coming soon
"RT @TheMarsSociety: Tomorrow, SpaceX Will Forever Transform Spaceflight https://t.co/4mB1jDWpCE via @Futurism"
@danekevincook Yeah :)
