"RT @TeslaMotors: ""Tesla’s announcement marks a turning point in the race towards fully autonomous vehicles."" @FortuneMagazine https://t.co/…"
RT @verge: Can you spot the self-driving cameras on this Tesla Model S? https://t.co/VTqmgFUhHU https://t.co/ONUCUvGSqY
