"Launch postponed to tomorrow due to high winds at the Cape, but Dragon still inbound from orbit in 90 mins"
Extreme wind shear over Cape Canaveral. Feels like a sledgehammer when supersonic in the vertical. Hoping it changes …
RT @NASA: Live at 1:45pm ET: Watch live coverage of the departure of @SpaceX #Dragon from @Space_Station http://t.co/TZKSZMQKkm http://t.co…
"""What Are The Civilian Applications?"" https://t.co/iG2Zn3fUnO"
RT @Slate: The universe sent us a smiley face from 7.5 billion light-years away :) http://t.co/hkx1c41jX0 http://t.co/L2hz9ezyZC
