RT @XHNews: Chinese Vice Premier Wang Yang meets with Tesla CEO Elon Musk in Beijing https://t.co/HSM5kxBvYF
"@kmckelly @cstross @jephjacques We def want to avoid either, particularly Surface Detail ..."
