"Model S had the lowest probability of injury of any car ever tested by NHTSA, which is why ... https://t.co/9tZZJEc5wg"
RT @DougEatwell: Elon Musk's Unbelievably Simple 12-minute Killer Break Down on Climate Change: https://t.co/vlZuS5ZVW4 via @YouTube @Tripl…
@polina_marinova @alansmurray @CNBC thanks
"@mrmeireles true, good point"
"@alansmurray No, you were misleading mostly on your own, but w many copycats. Jalopnik just lost it's sense of irony &amp; didn't get my tweet."
