"RT @AutoblogGreen: The @TeslaMotors Model S scores Euro NCAP 5-star safety score, w/cool video http://t.co/Yh6l1TF5dF"
@Shmizer1 unfettered certainly and at very low cost
SpaceX is still in the early stages of developing advanced micro-satellites operating in large formations. Announcement in 2 to 3 months.
