"To be clear, SpaceX is supporting a student design competition for STEM, not trying to build Hyperloop itself. Other cos are doing latter."
SpaceX/Tesla will also do a reference pod to be shown after the @Hyperloop competition. Bonus for all racing teams that exceed reference.
RT @Hyperloop: Announcing the @SpaceX Hyperloop Pod Competition http://t.co/ZQHjHtkuAj https://t.co/AtCkkRnjHt
