RT @billmckibben: Great @RollingStone expose of the Koch Bros 'dirty war on solar power.' https://t.co/akHG8XtF6f
RT @TeslaMotors: 4 semi-autonomous cars put to the test: “Tesla’s Autopilot is the clear winner.” @CARandDRIVER https://t.co/azia4en1ru
