"View of Earth from upper stage rear view camera at 8,000 miles http://t.co/V4tdMUA48X"
RT @SpaceX: [PHOTO] Falcon 9 and SES-8 liftoff from SpaceX's launch pad at Cape Canaveral http://t.co/fucwgYH0s5
