"Would also like to congratulate @Boeing, fellow winner of the @NASA commercial crew program"
This is the Crew Dragon spacecraft design that we unveiled earlier this year: http://t.co/gmpcAuTgQf
Deeply honored and appreciative of the trust that @NASA has placed in @SpaceX for the future of human spaceflight
