Long exposure of the Falcon 9 predawn launch from Cape Canaveral http://t.co/jQHxIEhuJb
"High velocity reentry (2700 lbs/sqft) appeared to succeed, but, as expected, not enough propellant to land for this and the next mission."
Falcon 9 flight 11 to geosynchronous transfer orbit completed on target this morning http://t.co/UoJMNOHTUR
Love EFF “@arstechnica: EFF inaugurates “Stupid Patent of the Month” http://t.co/3AlePablJ9 by @joemullin”
