"Tesla service rescues a kitten stuck in the bumper 
https://t.co/qZW7QjuceQ
https://t.co/3jyJseVodm"
@zlsadesign So soon you won't believe it
Colonizing Mars (thanks Prof Hubbard for creating this from my talk). Major changes to the plan coming soon. https://t.co/s59qMHUj5O
