"Not all good news. Virginia DMV Commissioner just denied Tesla a dealer license, despite Hearing Officer being in favor."
@In_Sight_Full @juliewestfall we have great neighbors!
@TheMilns Try this: http://t.co/UVhBE2uMli
Wringing water out of a towel in zero g is way trippy http://t.co/UFLI0MM6Kv via @youtube
@clprenz evolving
@kirkburgess yes
@justinchace Good idea!
"Grasshopper rocket flies up 250m, holds against wind and lands. Vid taken from our hexacopter http://t.co/LXmMCYDD0e"
