RT @Space_Station: .@SpaceX gets ready for #Dragon launch. @NASA TV covers April 8 starting 3:30p ET/7:30p UTC. https://t.co/r2hKeJMYdG htt…
Most telling is that the SpaceX Propulsion CTO switched from driving a Porsche 911 Turbo S to a Model X
"Model X review
https://t.co/IS2zBgDlqn"
@Brianmrtz probably unwise
