About to do chocolate egg hunt with all the kids. Candy bonanza! Happy Easter!
"Thanks Bob “@BobMetcalfe: Tesla Takes on TX Dealer's Association (MA too) - Repeal anti-competitive dealer laws - http://t.co/qbbBkGkvzC"""
