"RT @BadAstronomer: No human on the planet has lived through a hotter July. Ever. 

https://t.co/8kbT7Yo3Dh https://t.co/xt8MCUDVjV"
RT @sapinker: You may think the world is falling apart. Steven Pinker is here to tell you it isn't.  https://t.co/52fpKv6Src via @voxdotcom
RT @OpenAI: Thrilled to welcome our newest team members: https://t.co/5HfaCFxJ6b!
RT @TeslaMotors: Mystery shoppers rate Tesla #1 on the EV shopping experience https://t.co/8ypq9Em5Si https://t.co/cHu2pi0Iof
