"@ID_AA_Carmack That works for Dragon, but hard to do for something long like Falcon"
"The flight grid fins look like the ones on this test we did, but larger: https://t.co/gTaURQQeyx"
@ID_AA_Carmack No choice. Entry velocity too high for a precision landing with N2 thrusters alone. Must have aero surfaces for pitch trim.
