"Testing of the high performance version of the Tesla Model S by @ConsumerReports
https://t.co/bvgEVgMswU"
"RT @StephenKing: Took my Tesla out to a dragstrip last week and ran the 1/4 mile. 112 MPH, 0 to 60 in 4 seconds. Like driving an X-Wing fig…"
