RT @SpaceX: First stage has landed on Just Read the Instructions https://t.co/W0EoLaO4YR
All satellites deployed
Mission looks good. Started deploying the 10 Iridium satellites. Rocket is stable on the droneship.
RT @SpaceX: Less than 1 hour until Falcon 9 launch of 10 @IridiumComm NEXT satellites. Instant launch window opens at 9:54am PST https://t.…
