"RT @SpaceX: [PHOTO] Splashdown! Dragon lands in the Pacific Ocean with 3,500 pounds of ISS cargo. http://t.co/X4fuUQm247"
RT @SpaceX: Dragon is set to return home early tmrw – watch it depart from station LIVE: http://t.co/NHREgPdLxw @ 6:00am PT. http://t.co/oH…
