RT @SpaceX: Webcast of Falcon 9 launch now live → https://t.co/gtC39uBC7z
RT @SpaceX: Falcon 9 and EchoStar 105/SES-11 went vertical last night on Pad 39A. https://t.co/WWLoIobQb3
@patriciapaje Very high pressure air cold gas thruster
